65536
0	8142	24900	0
1	7292	25895	1
2	6793	27067	2
3	9757	17993	3
4	6111	25860	4
5	14429	20569	5
6	7480	25247	6
7	6800	27079	7
8	7525	24950	8
9	8845	25371	9
10	7238	25340	10
11	8530	24788	11
12	7155	26339	12
13	8314	25105	13
14	8769	25645	14
15	8268	24639	15
16	8082	26365	16
17	8406	24541	17
18	7598	25115	18
19	7852	25564	19
20	8618	25361	20
21	7783	23970	21
22	7657	23120	22
23	8398	25269	23
24	8100	24872	24
25	7891	25183	25
26	8362	25691	26
27	7674	25182	27
28	7933	24874	28
29	6094	21179	29
30	7198	26138	30
31	8374	24456	31
32	8695	24988	32
33	4829	24301	33
34	8114	24645	34
35	7304	25897	35
36	8537	23676	36
37	7762	24893	37
38	7819	25236	38
39	7779	25106	39
40	7137	26297	40
41	7693	25991	41
42	7817	25169	42
43	7952	25048	43
44	8006	25333	44
45	8094	25717	45
46	7897	24881	46
47	7718	25879	47
48	7736	23078	48
49	8434	23897	49
50	8249	24312	50
51	9522	23497	51
52	8050	24902	52
53	8840	23551	53
54	7864	24988	54
55	5648	25297	55
56	8003	25931	56
57	8462	24830	57
58	8107	24925	58
59	7057	25437	59
60	8148	25289	60
61	7857	25565	61
62	8261	26028	62
63	8661	24684	63
64	8136	24904	64
65	8095	24957	65
66	7518	25015	66
67	7925	25327	67
68	8207	24728	68
69	6094	21186	69
70	8084	25185	70
71	7475	25725	71
72	8473	24749	72
73	7907	26366	73
74	7346	25022	74
75	8036	25486	75
76	7798	25364	76
77	5710	33512	77
78	7782	25018	78
79	29892	7871	79
80	8138	26165	80
81	7470	25723	81
82	18169	36256	82
83	8420	25187	83
84	8853	25371	84
85	6054	26020	85
86	8132	26463	86
87	16845	27464	87
88	7490	25730	88
89	7206	26155	89
90	7181	26279	90
91	8129	24906	91
92	8153	24856	92
93	7995	24832	93
94	5663	25248	94
95	5909	21359	95
96	8701	25267	96
97	8132	26165	97
98	8520	25047	98
99	6729	27071	99
100	7867	26609	100
101	7368	26278	101
102	7912	24983	102
103	7610	25972	103
104	8162	25143	104
105	16905	32873	105
106	8470	25361	106
107	7692	25874	107
108	8242	24313	108
109	8073	25137	109
110	7561	25047	110
111	8150	24849	111
112	7402	25219	112
113	7949	26577	113
114	7137	26301	114
115	8103	24917	115
116	6074	25798	116
117	8234	25374	117
118	7839	25046	118
119	7472	25721	119
120	8113	24828	120
121	7792	25631	121
122	6124	25791	122
123	6106	21197	123
124	8147	26732	124
125	6812	26610	125
126	8197	24370	126
127	8683	24002	127
128	7529	24949	128
129	7691	25060	129
130	7826	25201	130
131	7876	25053	131
132	7687	25055	132
133	8113	25717	133
134	8510	24312	134
135	7787	25112	135
136	8207	24742	136
137	9655	18085	137
138	14428	20584	138
139	6793	27068	139
140	6093	21146	140
141	4773	9876	141
142	6083	25937	142
143	7871	24990	143
144	8112	24997	144
145	9405	20336	145
146	14445	28420	146
147	7140	35702	147
148	14314	25900	148
149	6868	30724	149
150	6852	26886	150
151	5634	25263	151
153	8133	26461	153
154	8172	24808	154
155	6804	27058	155
157	7678	23204	157
158	9100	25055	158
159	7983	25998	159
161	9742	18111	161
163	6798	25807	163
164	5835	20829	164
165	8334	23995	165
166	7475	25721	166
167	4717	9844	167
168	7849	26197	168
169	7388	25300	169
170	8145	24893	170
171	8434	23895	171
172	8154	24847	172
173	29888	7857	173
174	7827	25201	174
175	7706	25100	175
176	7233	36900	176
177	6353	37484	177
178	19502	28907	178
179	20199	20288	179
180	4952	16503	180
181	9422	24518	181
182	6321	26682	182
183	7138	26311	183
184	8205	24787	184
185	8932	21594	185
186	15181	10789	186
187	11328	12593	187
188	9730	11475	188
189	19119	12495	189
190	17385	15115	190
191	16801	12858	191
192	15344	14479	192
193	18528	14403	193
194	18171	23491	194
195	12789	2734	195
196	6095	25775	196
197	4418	29971	197
198	4077	30700	198
199	16822	27425	199
200	16365	26351	200
201	15473	25051	201
202	11829	29296	202
203	14603	36796	203
204	14541	38016	204
205	15674	35374	205
206	7608	26881	206
207	8462	25362	207
208	8464	25284	208
209	8010	40649	209
210	9648	18084	210
211	9617	18051	211
212	6093	21192	212
213	6285	21016	213
214	3351	28485	214
215	10416	15293	215
216	8895	15205	216
217	16904	35148	217
218	15671	30961	218
219	14493	20680	219
220	14508	20697	220
221	18329	17363	221
222	8117	25710	222
223	8895	24480	223
224	8794	25328	224
225	7620	25079	225
226	8171	25094	226
227	6730	27082	227
228	9459	3356	228
229	9119	28172	229
230	10477	18350	230
231	10975	19872	231
232	5542	18905	232
233	6173	4747	233
234	15567	18240	234
235	20655	18505	235
236	11190	24748	236
237	7274	25479	237
238	5791	27909	238
239	17109	25253	239
240	11473	21820	240
241	5688	33828	241
242	3728	18884	242
