65536
0	33999	1294	0
1	9542	2683	1
2	14853	10493	2
3	25408	11592	3
4	25283	6544	4
5	20052	3976	5
6	20658	6962	6
7	17123	7616	7
8	35338	16225	8
9	26122	4735	9
10	14290	8369	10
11	24327	5189	11
12	9905	2913	12
13	23270	5970	13
14	6239	7815	14
15	15590	2977	15
16	19333	10601	16
17	19227	10443	17
18	17349	8456	18
19	19499	12601	19
20	25618	7387	20
21	8800	2802	21
22	23757	2963	22
23	24778	6280	23
24	22484	16231	24
25	24886	6651	25
26	19527	12677	26
27	19997	10370	27
28	25550	4991	28
29	23601	6312	29
30	23356	6210	30
31	21530	8055	31
32	24055	5315	32
33	35897	12387	33
34	20086	3817	34
35	24110	6080	35
36	24406	6472	36
37	6128	6531	37
38	22241	11456	38
39	19902	3968	39
40	20006	13025	40
41	19578	2999	41
42	33639	16118	42
43	20707	9506	43
44	22472	8875	44
45	17892	4917	45
46	18941	11951	46
47	18818	12587	47
48	21504	8572	48
49	17209	7374	49
50	21518	6914	50
51	23889	6203	51
52	18403	10365	52
53	17906	8528	53
54	24913	5842	54
55	21579	8223	55
56	15865	3837	56
57	23526	6482	57
58	23808	6553	58
59	7747	5725	59
60	20077	7282	60
61	24553	7433	61
62	3596	2917	62
63	10642	10664	63
64	32763	16663	64
65	22078	8233	65
66	16336	5579	66
67	20297	3947	67
68	36441	4351	68
69	14208	6879	69
70	23913	5952	70
71	36512	5197	71
72	20106	10153	72
73	8212	3246	73
74	20452	9051	74
75	24070	6906	75
76	31976	14869	76
77	32387	16919	77
78	21197	8880	78
79	8907	3100	79
80	21954	5560	80
81	19244	10580	81
82	34385	15258	82
83	23850	8532	83
84	8590	3876	84
85	18530	9716	85
86	34051	1649	86
87	17032	7658	87
88	26569	9724	88
89	22358	9351	89
90	20869	7318	90
91	16719	2958	91
92	24736	5528	92
93	32594	14333	93
94	18969	12185	94
95	15311	12261	95
96	39739	6036	96
97	18630	7497	97
98	18796	9142	98
99	20373	4818	99
100	34643	4073	100
101	35765	12602	101
102	22187	14873	102
103	11623	9285	103
104	30839	9193	104
105	24044	6513	105
106	39558	10399	106
107	36389	11674	107
108	24532	4967	108
109	27096	7058	109
110	11027	6679	110
111	33751	4659	111
112	15806	8877	112
113	11110	10109	113
114	35860	5216	114
115	29335	14461	115
116	18064	6940	116
117	12468	3038	117
118	22290	3969	118
119	26124	6478	119
120	19589	12457	120
121	23361	8594	121
122	15367	6896	122
123	17246	7875	123
124	38276	13800	124
125	24347	6005	125
126	23315	7159	126
127	28270	9845	127
128	21972	6608	128
129	19020	4719	129
130	24878	7363	130
131	16221	9989	131
132	26229	7106	132
133	13501	9932	133
134	19406	12271	134
135	23374	6947	135
136	22368	7414	136
137	24909	6969	137
138	21718	8914	138
139	21008	12283	139
140	25165	5975	140
141	16970	12373	141
142	24489	6117	142
143	25365	5637	143
144	16875	10688	144
145	26618	6258	145
146	26293	6768	146
147	1660	5462	147
148	23263	7620	148
149	17222	13557	149
150	19566	10507	150
151	22472	8398	151
152	16958	6929	152
153	24198	6173	153
154	16330	7469	154
155	10395	3024	155
156	22445	2950	156
157	16810	7671	157
158	17675	13382	158
159	25134	3204	159
160	35018	15128	160
161	24943	12275	161
162	34709	5108	162
163	24235	5346	163
164	30508	10667	164
165	34349	16064	165
166	36407	5944	166
167	38719	6195	167
168	24277	9785	168
169	25285	13297	169
170	25437	7151	170
171	17608	7852	171
172	10933	10703	172
173	41000	6775	173
174	15259	20919	174
175	35466	12804	175
176	20787	3879	176
177	18328	4395	177
178	24395	5838	178
179	14819	8374	179
180	19681	12350	180
181	17068	7422	181
182	35260	1840	182
183	11572	3856	183
184	23714	5950	184
185	23398	5818	185
186	23321	2528	186
187	21937	3397	187
188	3433	3095	188
189	16271	11095	189
190	494	11158	190
191	20116	12174	191
192	25207	4294	192
193	22788	10762	193
194	39784	6124	194
195	24347	8458	195
196	23838	6254	196
197	18394	11030	197
198	27196	6336	198
199	10607	9191	199
200	17314	7076	200
201	28493	7929	201
202	20937	9973	202
203	24167	8839	203
204	25447	2263	204
205	19309	8568	205
206	14035	5273	206
207	24692	6643	207
208	19493	12428	208
209	3682	3311	209
210	12668	11596	210
211	8347	15453	211
212	32298	13441	212
213	14808	11348	213
214	23935	6247	214
215	25824	7077	215
216	37045	15712	216
217	26586	14284	217
218	24552	3828	218
219	26216	1857	219
220	6182	14280	220
221	33519	13968	221
222	31541	10384	222
223	18807	5186	223
224	32163	14351	224
225	23981	6370	225
226	23704	6209	226
227	25318	5073	227
228	20321	9877	228
229	23350	5865	229
230	17526	18610	230
231	29230	4478	231
232	18466	5944	232
233	32692	12762	233
234	19423	12760	234
235	26161	14652	235
236	22723	6455	236
237	19386	7390	237
238	17148	7533	238
239	25379	14331	239
